CustomerID,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Tech_Support,Paperless_Billing,Payment_Method,Customer_Service_Calls,Monthly_Increase_Rate,Churn
1959,71,96.27725546575458,5588.8330889304,Month-to-month,Fiber optic,Yes,No,No,Mailed check,6,10.21298944733973,1
1960,5,33.37766148446008,728.9683854867584,Two year,Fiber optic,No,No,Yes,Mailed check,4,1.680688577585519,1
1961,55,114.91692441093524,4796.932222632092,Month-to-month,No,Yes,Yes,No,Mailed check,3,1.488204700476059,0
1962,2,70.34198626645176,4756.073343920127,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,9,8.256224058242623,1
1963,62,121.97273652909202,5505.406816015401,One year,No,No,Yes,No,Mailed check,6,13.67318362943989,0
1964,21,84.07651712599835,3022.4319529147033,Two year,Fiber optic,No,No,No,Bank transfer,6,3.775719813482601,1
1965,21,43.51368817529372,3646.9402151043337,One year,No,No,No,No,Electronic check,9,2.05883598618432,1
1966,10,115.51903547619476,2706.7575801630796,Two year,DSL,Yes,No,No,Mailed check,8,12.893740724723635,1
1967,58,52.77871425906266,6484.529152791329,Two year,No,No,No,No,Credit card,2,8.661121229131615,0
1968,39,83.80533916484556,1131.8250042854465,One year,No,Yes,No,Yes,Electronic check,9,2.765519594121648,0
1969,5,29.819324990397988,7707.336233245106,One year,DSL,No,No,No,Credit card,7,-3.854475383044109,1
1970,65,100.32266507356476,5115.205632235818,One year,No,Yes,No,Yes,Mailed check,6,9.429785440955698,0
1971,13,106.56150960811604,7106.5631226981895,Two year,DSL,No,No,No,Electronic check,8,2.057729813807601,0
1972,53,69.22764729646187,3467.228520291638,Two year,DSL,Yes,No,No,Bank transfer,1,-3.5886760445528054,0
1973,45,144.07496144173962,2725.0046560967735,Two year,DSL,No,Yes,Yes,Mailed check,5,7.245781744927536,1
1974,32,133.6419597926689,7215.733899979469,Month-to-month,No,Yes,No,Yes,Mailed check,4,1.460137409876876,0
1975,36,112.03231904619932,881.096928122792,Month-to-month,No,No,No,No,Bank transfer,2,1.769130166210589,1
1976,60,112.77476968418655,1025.1471288916946,Month-to-month,Fiber optic,No,No,Yes,Credit card,6,4.583402614957855,1
1977,11,52.812222942479664,2464.839534228951,One year,DSL,No,No,Yes,Electronic check,4,9.3494953465691,1
1978,63,105.38598004149837,7682.222355953916,Two year,No,No,Yes,Yes,Electronic check,5,0.5266095527258834,0
1979,21,45.766814480617555,5101.242017934345,Month-to-month,No,No,No,Yes,Bank transfer,3,-3.3810816844219804,0
1980,52,38.72041910957688,4478.130203261646,Month-to-month,No,Yes,No,No,Electronic check,6,3.4885144287901237,1
1981,55,149.9308262463354,5672.315057207823,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,6,-3.9014915376721127,0
1982,26,100.90887109151264,3398.048993017513,One year,Fiber optic,Yes,No,No,Credit card,4,8.94537019784433,1
1983,68,76.02842344543477,6088.780661224314,Month-to-month,DSL,No,Yes,No,Credit card,6,14.184869358451483,1
1984,34,57.46138797491368,3206.522513985733,Month-to-month,Fiber optic,Yes,No,No,Electronic check,6,8.175176152962633,1
1985,52,98.50965767608956,6628.26916036607,Two year,Fiber optic,No,No,No,Bank transfer,9,0.5078089950170721,0
1986,52,26.447156068611196,2211.631148404386,Month-to-month,DSL,No,No,Yes,Bank transfer,7,-1.3659522492479304,1
1987,29,32.30852876562336,2292.6186084543915,One year,Fiber optic,No,No,Yes,Bank transfer,0,-0.3443285739982027,0
1988,38,24.271370706251524,4226.828112871208,One year,Fiber optic,No,No,Yes,Bank transfer,3,-0.5677999366375701,0
1989,42,84.89207832414603,3503.0131510577075,Two year,Fiber optic,Yes,Yes,No,Electronic check,0,1.2766101208903136,0
1990,21,98.07886179433373,5220.115169849093,Month-to-month,DSL,Yes,No,Yes,Mailed check,2,-3.053066437437102,0
1991,42,28.12236897651671,2977.896961921274,Two year,Fiber optic,No,No,No,Electronic check,7,12.914381152928705,1
1992,13,113.75918077485915,1921.350127655898,One year,Fiber optic,No,Yes,Yes,Bank transfer,6,12.702409906590155,1
1993,64,49.95135929689337,3811.4876467749186,Month-to-month,DSL,No,No,Yes,Mailed check,2,7.304725071363901,1
1994,17,109.07618899008258,4531.556346027455,Month-to-month,Fiber optic,No,No,Yes,Mailed check,3,-3.761592662539497,0
1995,9,147.64662820458193,1226.5404252545545,Month-to-month,No,No,No,Yes,Electronic check,1,11.080014814435323,1
1996,41,109.84376310700065,4498.077143292006,Two year,Fiber optic,Yes,No,No,Bank transfer,1,-3.7642283252350928,0
1997,1,134.81509688006912,2622.127971458385,One year,No,No,No,No,Bank transfer,4,-2.871575524737364,0
1998,2,143.26580587659876,3200.3698904612124,Month-to-month,DSL,No,No,No,Bank transfer,1,1.505927852885403,1
1999,60,83.27763628580101,2306.6132195999216,Month-to-month,No,No,Yes,No,Bank transfer,6,3.6294063533112038,1
2000,48,111.30224732456189,7458.1415895651735,Two year,Fiber optic,No,No,Yes,Bank transfer,0,2.0777791343063834,1
2001,29,130.75600296225943,5498.356622113689,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,8,-1.6954043804327212,0
2002,10,66.3591586736702,2173.4364600653985,One year,No,No,No,Yes,Electronic check,9,-2.757405646364517,1
2003,58,53.981651152851335,5195.7475429604065,One year,Fiber optic,No,Yes,Yes,Electronic check,0,12.188304534088331,0
2004,60,143.05781446118402,6803.722035698164,Two year,DSL,Yes,No,Yes,Credit card,0,2.2636245190385607,0
2005,21,114.41945504794633,3272.8786458288723,Two year,Fiber optic,Yes,No,Yes,Electronic check,8,-0.6280124377698293,0
2006,28,48.55867733885742,6656.66432233384,One year,DSL,No,No,No,Mailed check,6,4.739827132467509,1
2007,34,78.38084104789473,1319.8780602859397,Month-to-month,No,No,No,Yes,Credit card,9,-4.263531989240965,0
2008,8,123.53873003991522,6599.972782442727,Two year,No,Yes,Yes,Yes,Mailed check,3,7.005623646645008,1
2009,59,91.11818881939747,4368.324517111694,Month-to-month,Fiber optic,No,No,Yes,Electronic check,2,-0.030208263008038472,1
2010,49,104.49377276156558,1861.4984552788585,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,4,6.9639282826264886,1
2011,17,117.9898662658568,3316.4169379917003,Two year,No,No,Yes,Yes,Mailed check,1,7.282503288917379,1
2012,60,100.86119454516748,7905.1446403282725,One year,No,Yes,Yes,Yes,Electronic check,5,11.184483827172922,1
2013,45,90.21031184988544,6290.092531475167,Two year,Fiber optic,No,No,No,Mailed check,5,-0.401904887810522,0
2014,69,117.44985697041055,4643.1822549424105,One year,DSL,Yes,No,Yes,Credit card,0,4.2692927723856045,1
2015,32,114.58319460618608,1009.794904045752,Two year,Fiber optic,No,Yes,No,Credit card,9,14.237746763835752,1
2016,44,101.88341202381326,3400.711504921852,Month-to-month,No,Yes,Yes,No,Bank transfer,8,9.5424968816924,1
2017,65,66.77262373965084,2178.1069606943042,Two year,Fiber optic,No,No,Yes,Credit card,0,14.506876160351169,0
2018,8,72.7555719860353,660.908528092583,Month-to-month,DSL,Yes,No,No,Credit card,5,13.547314261542077,0
2019,43,146.15701135493265,4383.414670882588,Month-to-month,DSL,Yes,No,Yes,Electronic check,6,7.21497193612864,1
2020,1,34.61017119789835,7124.567028742921,Month-to-month,No,No,Yes,Yes,Credit card,7,0.27860711764286883,1
2021,51,54.90563924286859,5437.238958575588,Two year,No,No,No,Yes,Electronic check,1,10.138483133248332,0
2022,24,84.01222869656364,2072.4750650460383,Month-to-month,Fiber optic,Yes,No,No,Credit card,7,8.962384916245856,0
2023,24,128.77485919869216,4631.318394934934,One year,DSL,Yes,No,Yes,Electronic check,9,6.777802407147956,1
2024,17,41.27783628486462,7551.550838441054,Month-to-month,No,Yes,No,Yes,Electronic check,1,8.95658456982602,1
2025,5,56.00410035619928,5811.02891809119,Month-to-month,DSL,No,Yes,Yes,Mailed check,1,7.2717282909050205,0
2026,20,28.553768313381067,5546.843805313435,One year,DSL,No,No,No,Credit card,8,5.387580461456929,1
2027,21,111.7780845866064,7748.449513197378,Two year,No,No,No,Yes,Electronic check,6,3.319109633666864,1
2028,58,50.9672266118301,6411.099158353796,Month-to-month,Fiber optic,No,No,Yes,Credit card,7,-4.10583250845119,1
2029,31,70.52771758722356,1179.3259904801419,One year,DSL,No,No,Yes,Bank transfer,0,12.313758382063622,1
2030,11,77.68118811385682,2846.3171871119907,Two year,Fiber optic,No,No,Yes,Mailed check,9,12.310811651994914,1
2031,52,135.87081162883925,7724.61153582772,One year,DSL,No,No,No,Mailed check,5,6.880946399378443,0
2032,15,73.47293774306078,3968.672614164183,One year,No,No,No,Yes,Electronic check,0,0.3576861031630818,0
2033,7,38.87925258898238,981.9358180373644,Month-to-month,Fiber optic,Yes,No,No,Credit card,4,-4.437379119222151,1
2034,28,88.16094198421573,3722.978549411501,One year,DSL,No,No,No,Mailed check,1,-4.971423916660516,0
2035,51,145.18453930432185,5606.246549159326,Month-to-month,Fiber optic,No,No,Yes,Mailed check,8,-3.541852205549223,1
2036,58,98.99913333660544,7980.630951281805,One year,Fiber optic,No,No,Yes,Mailed check,2,2.197726527023301,1
2037,5,147.84033865987442,2658.8520008492947,Two year,No,Yes,No,No,Electronic check,9,-1.2320810800584447,1
2038,5,129.34395016205312,4161.286311546262,One year,DSL,No,No,Yes,Bank transfer,6,0.30116171275047066,0
2039,8,24.675548307743664,7049.4775667333715,Month-to-month,Fiber optic,No,No,Yes,Electronic check,1,8.99320754609864,1
2040,64,105.59194739901544,2906.611022652935,Two year,DSL,No,No,No,Bank transfer,9,14.182995487183153,0
2041,10,57.27969408252488,963.1662970677721,One year,DSL,No,No,Yes,Mailed check,3,-0.8644831395993506,0
2042,38,92.7501912338141,7596.593412511882,Two year,Fiber optic,No,No,No,Bank transfer,9,4.3128786827297905,1
2043,8,56.314874821059455,3958.682373036651,One year,No,No,Yes,No,Electronic check,2,14.829588029988205,0
2044,25,65.35315415868774,4071.9913150985763,Month-to-month,Fiber optic,No,No,Yes,Electronic check,0,13.633487964683574,1
2045,66,140.0119325280433,5007.481142373039,One year,No,No,No,Yes,Credit card,9,2.046326060584624,1
2046,50,46.863614035921685,127.93932725547438,One year,Fiber optic,No,No,No,Credit card,5,1.3937809359616633,1
2047,67,133.63418534335796,7455.936286993909,Month-to-month,Fiber optic,No,No,Yes,Electronic check,4,-0.15658719325504045,1
2048,49,23.959515049164587,2955.463569718879,One year,Fiber optic,No,No,Yes,Credit card,5,-1.8919430034182216,1
2049,36,31.81394998805429,3235.761712836354,One year,Fiber optic,No,No,No,Mailed check,0,4.2010415825755665,0
2050,68,131.10775537995426,1475.4630555125564,One year,No,No,No,Yes,Bank transfer,7,1.8224102681349503,1
2051,41,101.9722840181954,3087.397745010442,Month-to-month,Fiber optic,No,No,No,Electronic check,3,9.8967518774079,1
2052,62,117.14069794514153,6451.153893130811,One year,Fiber optic,Yes,No,Yes,Electronic check,6,-0.2626699233897778,1
2053,10,47.22429720684105,6419.934213188725,Month-to-month,No,Yes,Yes,Yes,Credit card,7,9.726644780400981,1
2054,21,89.82084922671346,7492.795043074077,One year,DSL,Yes,Yes,Yes,Electronic check,2,0.7629317196394876,0
2055,36,115.83849906426961,3285.5128341782865,Month-to-month,Fiber optic,No,No,No,Credit card,3,6.854575692951183,1
2056,12,101.55083781133412,5698.899879613817,Month-to-month,No,No,No,No,Mailed check,8,7.768601927894622,1
2057,2,81.32083969585723,4107.176686139701,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,8,8.435628510006657,0
2058,13,144.77189223690291,6451.780037201134,Month-to-month,No,No,No,Yes,Mailed check,6,-1.4932202792547655,1
2059,53,107.90045334894789,5729.081872150676,One year,Fiber optic,Yes,No,Yes,Mailed check,2,0.6542273944338861,0
2060,32,138.00760403136093,3006.4331097615777,Two year,DSL,Yes,No,Yes,Electronic check,3,-0.07768629189533627,0
2061,16,114.87016650457856,2759.7232906041704,One year,DSL,No,No,Yes,Credit card,6,6.523208220309606,1
2062,32,115.61025871769881,2094.2954579209436,One year,Fiber optic,No,Yes,No,Credit card,5,-3.4850719545726627,1
2063,32,30.402375068498316,4654.474744860238,Two year,DSL,No,No,No,Mailed check,5,5.365128999217001,0
2064,11,66.73040084101267,7714.35852759149,Two year,DSL,No,No,No,Credit card,3,-3.250658887139164,0
2065,10,131.5880228735556,1680.5272271787715,Two year,No,No,No,Yes,Credit card,9,1.7411197986622762,0
2066,15,50.238502079338275,852.4943937441692,Month-to-month,No,Yes,No,No,Mailed check,7,8.734121859022308,1
2067,17,35.01576260034061,1043.2650724028776,One year,DSL,Yes,No,No,Electronic check,8,3.2512811002353743,0
2068,40,62.393787363043145,6286.479542376184,Two year,DSL,No,No,Yes,Electronic check,9,0.6068367876445553,0
2069,18,48.656925036039816,2865.8279538480533,Two year,DSL,No,No,No,Bank transfer,6,7.317143517980689,0
2070,55,140.28746532311015,1872.4979387697997,One year,DSL,No,No,Yes,Electronic check,7,9.805382249642232,1
2071,25,132.83566346027703,2887.4685351506505,Month-to-month,Fiber optic,No,No,Yes,Credit card,9,0.09169869545192455,1
2072,59,84.95881993677754,5198.113421353222,Two year,DSL,Yes,No,Yes,Bank transfer,1,0.9879980219175444,0
2073,22,27.97470368290284,4419.618286143442,One year,DSL,No,No,Yes,Bank transfer,3,7.805878339021721,0
2074,30,112.89310499211031,5974.356311517685,Month-to-month,No,No,No,Yes,Bank transfer,2,14.304465203611706,0
2075,44,101.04352507371439,2778.685773006033,Month-to-month,DSL,No,Yes,No,Electronic check,5,-0.722569266604487,0
2076,32,146.17210719470447,3671.0257303710146,One year,Fiber optic,No,Yes,No,Bank transfer,1,8.084952714224192,1
2077,51,92.663921235149,905.5501148070956,Month-to-month,DSL,No,Yes,No,Bank transfer,6,13.131796821367764,0
2078,46,63.731184042378224,677.1633036589734,Month-to-month,No,No,No,Yes,Bank transfer,7,4.239335300887227,1
2079,21,87.47282016521226,3751.8164184683937,Two year,No,No,Yes,Yes,Electronic check,3,1.3368845299064924,0
2080,32,147.3042278825871,2482.6131988227958,Month-to-month,No,No,Yes,Yes,Electronic check,7,8.337421304130828,1
2081,39,110.52711622929397,4941.124519875433,One year,No,Yes,No,Yes,Electronic check,7,-4.371363870384275,0
2082,12,107.35689793051665,439.71710701211816,Two year,Fiber optic,No,No,No,Electronic check,2,2.2032110106674807,1
2083,47,51.2886066643651,1061.954383036567,One year,DSL,No,No,Yes,Mailed check,0,0.15948053634227133,0
2084,18,116.6683272828803,6935.007407740522,Month-to-month,No,No,Yes,Yes,Electronic check,2,-0.5075659444314411,0
2085,21,117.53533783133032,4573.861810000925,One year,Fiber optic,Yes,No,No,Credit card,9,-1.404814729460735,1
2086,13,61.24756789086769,5725.230816160694,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,0,9.741266031719078,1
2087,21,82.88279821079271,6751.579737787636,Month-to-month,No,Yes,No,Yes,Electronic check,1,14.101995906519285,0
2088,8,58.29843328225928,3764.2913093054126,One year,No,No,No,No,Credit card,7,2.6954129064388566,1
2089,46,53.63165914215727,6112.377033343061,Two year,No,Yes,No,No,Credit card,3,-4.017933861839181,0
2090,7,23.36648913243307,4244.226074680842,Two year,No,No,No,Yes,Credit card,8,9.378236273451556,1
2091,23,57.07752680493317,1859.7152851622607,Month-to-month,Fiber optic,No,No,Yes,Mailed check,6,5.764086689271791,1
2092,22,92.01609348417573,2767.4837335274224,One year,No,No,No,Yes,Mailed check,2,9.472892276916161,1
2093,22,20.20815438137375,3973.7684843397205,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,0,7.958083283978128,1
2094,29,56.81848089525676,2603.395862160939,One year,DSL,No,Yes,Yes,Credit card,0,13.108719619269532,1
2095,13,134.5833432020225,2750.668761664197,Month-to-month,Fiber optic,No,No,Yes,Electronic check,0,-2.1911961454616513,1
2096,2,97.17431606395691,2765.4033668652546,Two year,Fiber optic,No,No,No,Credit card,9,-1.6167630948051692,0
2097,29,99.02216713052746,1070.435832971123,Month-to-month,No,Yes,No,Yes,Mailed check,2,1.8313844804627415,0
2098,52,72.43735965342591,768.6765969767857,Month-to-month,Fiber optic,No,No,No,Mailed check,4,4.827776319949056,0
2099,27,107.94137865401343,467.31871356130426,One year,DSL,No,No,Yes,Mailed check,7,13.514275620154418,1
2100,50,44.69125960994669,976.5544621712604,Month-to-month,Fiber optic,No,Yes,No,Electronic check,7,13.13928458699921,0
2101,23,126.43708534994491,2815.2860278713824,Two year,Fiber optic,No,No,No,Credit card,1,12.437442385387541,1
2102,44,35.16958559166697,4791.587265686151,Two year,Fiber optic,No,No,No,Mailed check,8,-0.5494613211281614,1
2103,22,105.2801761049042,1586.3607249543306,Month-to-month,DSL,No,Yes,No,Credit card,8,9.593527544273712,1
2104,43,64.34941235655879,7115.2698834208395,Month-to-month,Fiber optic,No,No,No,Credit card,6,2.6698348818091873,1
2105,37,117.17668617572198,6486.221206791651,Two year,Fiber optic,No,Yes,No,Mailed check,9,13.623658550821606,1
2106,61,91.4693916645826,4212.1641911923925,Two year,DSL,Yes,No,No,Bank transfer,4,-0.7092832724288574,0
2107,56,78.80589500223311,5821.257663425543,Two year,Fiber optic,Yes,Yes,Yes,Bank transfer,4,-2.174840935920812,0
2108,3,42.02491227212211,2993.995345120192,Month-to-month,DSL,No,Yes,Yes,Bank transfer,7,11.847703492670256,1
2109,63,102.78679035696587,390.54456259141017,Month-to-month,No,No,Yes,Yes,Mailed check,7,9.338151902380165,0
2110,19,146.7200796446537,7244.229495507065,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,4,11.428433564476599,0
2111,23,127.32844523791195,1109.5685572367938,Month-to-month,DSL,No,No,Yes,Bank transfer,5,-1.8411322464374469,1
2112,29,27.801065036571533,7588.705036399247,Two year,DSL,No,No,Yes,Electronic check,5,12.695853754989258,1
2113,30,68.90981918695485,4617.872447302269,Month-to-month,No,No,No,Yes,Bank transfer,5,8.55240713294273,0
2114,39,140.32579119473533,2513.9481820692963,One year,No,No,No,Yes,Electronic check,4,8.031216057971534,1
2115,25,85.39568718241279,4014.644524163573,Month-to-month,No,No,No,No,Bank transfer,8,6.6516772619610975,1
2116,8,106.0745373550633,4062.875490492444,Two year,Fiber optic,No,No,Yes,Bank transfer,0,10.297529711823527,1
2117,58,138.63791492688074,283.96792759639703,Month-to-month,No,No,No,No,Bank transfer,9,3.312166277612471,1
2118,16,133.59330975458448,2908.132829884695,Month-to-month,No,No,No,No,Electronic check,2,-2.343575081336655,1
2119,1,85.23664882026642,5944.939816389047,One year,No,No,No,Yes,Electronic check,6,5.785297329883932,0
2120,5,76.89401934548826,4129.546592710592,Month-to-month,DSL,No,No,No,Bank transfer,8,9.962039155471246,1
2121,3,64.16004040234633,2029.417924375715,One year,No,No,No,Yes,Electronic check,1,-1.9270509422467974,1
2122,65,113.47252761117585,2747.3678942918573,One year,Fiber optic,No,No,Yes,Credit card,3,-0.5195866477759576,1
2123,4,57.30828393130062,6918.129705615998,Two year,No,No,No,Yes,Bank transfer,7,8.930912441323573,1
2124,64,52.485388836017016,4251.842394186814,One year,Fiber optic,No,No,No,Credit card,4,0.3930186819456427,1
2125,10,66.31248629849142,4273.981768154764,One year,No,No,No,No,Mailed check,7,-1.6011827882679808,0
2126,21,43.037957394242966,7695.592926502979,Two year,DSL,No,No,No,Mailed check,1,12.78784154610597,0
2127,46,110.36557607294975,2634.9630523894825,Two year,Fiber optic,No,Yes,No,Mailed check,7,-1.7820928789168877,0
2128,27,100.1112844129796,3888.374888339204,One year,No,No,No,Yes,Credit card,5,1.8829715809468528,1
2129,66,82.77420943505967,6512.537421994588,One year,DSL,No,No,Yes,Electronic check,4,3.568605847970886,0
2130,41,70.74235130400211,6095.406766207535,One year,DSL,No,No,No,Mailed check,1,4.522799711807927,0
2131,13,138.1781305765751,2199.8154332365134,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,6,2.226198516409723,1
2132,9,23.786092048583686,1293.6192760825481,Two year,No,Yes,No,Yes,Bank transfer,0,13.250769987982615,0
2133,36,119.98400665594889,5635.566151880209,Two year,DSL,Yes,No,No,Electronic check,5,8.172504423525094,0
2134,58,137.24824432735554,2135.483796776839,Month-to-month,DSL,No,No,Yes,Bank transfer,2,2.189892984454051,1
2135,54,78.02609532589037,7389.139045341505,Month-to-month,DSL,Yes,Yes,Yes,Credit card,5,2.1543943907523992,1
2136,12,91.58976389118408,1121.056782514886,Month-to-month,DSL,No,Yes,Yes,Mailed check,0,5.059049983694951,1
2137,14,142.7802794246649,2614.690081064735,Month-to-month,DSL,Yes,No,Yes,Credit card,0,-4.326735916607333,0
2138,34,47.596076987116874,532.8192507068188,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,1,13.532856776659191,1
2139,53,87.61753021200903,5656.111924220687,One year,Fiber optic,No,No,No,Credit card,9,-0.5338124457191551,1
2140,20,81.71374652666768,7140.974926431647,Month-to-month,DSL,No,No,Yes,Electronic check,6,8.951851313777732,1
2141,16,53.59104422314811,5123.408765914955,One year,No,No,No,No,Credit card,3,10.554454940114601,0
2142,70,126.41711994850404,7508.2488225407205,Month-to-month,DSL,No,No,No,Bank transfer,3,11.547660303746188,1
2143,56,136.94807731922066,1115.1814301595564,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,3,-1.6871538026498079,1
2144,58,121.65123537246716,793.0980253753214,One year,Fiber optic,No,No,Yes,Mailed check,4,5.733861395114772,1
2145,4,45.39666491031909,6723.460576222229,Two year,DSL,Yes,Yes,No,Credit card,1,-3.3265127572025976,0
2146,4,31.277322615179603,6858.538285553411,One year,No,Yes,Yes,Yes,Electronic check,6,11.095846906271106,1
2147,20,98.7077830896945,6665.212264146312,One year,Fiber optic,Yes,Yes,Yes,Mailed check,2,4.72903067916781,0
2148,10,27.42231886628491,6411.822730016591,One year,DSL,Yes,No,No,Bank transfer,2,-1.830218821530445,1
2149,24,107.46736551255096,2961.6040751154155,Month-to-month,Fiber optic,No,No,Yes,Credit card,1,9.373578912161273,1
2150,26,88.95514864254154,1817.9504603719631,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,5,1.6233969750395572,1
2151,37,106.16214525667627,7437.551757982542,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,3,-2.7098679247978485,0
2152,54,96.72220057446673,2525.3014445018384,One year,No,No,Yes,Yes,Bank transfer,3,4.221476499872951,0
2153,21,74.95133403853245,3247.4206890958544,One year,No,Yes,Yes,Yes,Mailed check,7,-0.2950680258057048,0
2154,38,46.114033418229674,5626.515779667902,One year,Fiber optic,No,No,Yes,Bank transfer,1,14.004436714748849,0
2155,46,59.74127765536351,2417.513031952502,Month-to-month,DSL,No,Yes,No,Electronic check,6,2.2272331561355463,0
2156,4,88.18507464846694,6571.12875033191,Two year,Fiber optic,No,No,Yes,Electronic check,1,6.449058102930001,1
2157,60,104.74285217418877,653.2735266910719,Month-to-month,No,Yes,No,Yes,Mailed check,5,13.967219969141237,1
2158,57,121.3327921949887,6350.343072372582,Month-to-month,DSL,No,Yes,No,Mailed check,4,2.8744237313592125,0
2159,45,119.7321933983779,4854.625448680653,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,7,2.162537475519109,1
2160,20,146.4495366239411,4626.649788497384,One year,Fiber optic,No,No,No,Mailed check,5,-1.7518871921344803,0
2161,17,57.159388326243224,3721.1786091954195,Month-to-month,No,No,No,Yes,Bank transfer,6,13.766071291315306,1
2162,71,29.244392067746784,2288.660210639037,One year,DSL,No,No,Yes,Electronic check,5,11.014895566924771,0
2163,4,64.93540162044171,3766.155254906769,Two year,Fiber optic,Yes,No,No,Mailed check,7,-0.5797802195621582,0
2164,14,116.62828177912996,3655.22524494763,Month-to-month,DSL,Yes,No,Yes,Electronic check,1,1.6534885549666374,0
2165,3,76.95451463432838,4711.658091386253,One year,No,Yes,No,No,Bank transfer,6,13.298235561639025,1
2166,58,126.31249597662452,2324.436858258689,Month-to-month,DSL,Yes,No,Yes,Mailed check,4,5.745591916156501,1
2167,55,91.41242747418194,713.0050976115773,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,8,6.126685732117599,1
2168,4,140.87292394196538,1246.2066284491923,Month-to-month,DSL,No,Yes,No,Bank transfer,8,7.962889639027589,1
2169,24,143.22224745987893,5623.501708546425,Two year,DSL,No,No,Yes,Mailed check,7,10.243276358155962,1
2170,34,29.009585782437334,277.68940412076984,One year,DSL,Yes,No,No,Electronic check,7,13.785710913286596,0
2171,30,79.33374716261517,6865.900052698897,Two year,No,No,No,Yes,Bank transfer,3,11.044501469400501,0
2172,19,99.25957796244384,5585.7388870913155,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,7,13.690983969280428,1
2173,31,53.26343030558766,6167.883676330958,Two year,DSL,No,No,No,Bank transfer,1,11.412195163044718,0
2174,60,72.91998131926744,6704.277147838451,Two year,Fiber optic,No,Yes,No,Credit card,4,-4.071318787706673,1
2175,60,108.09860034530078,1069.412507048431,Two year,Fiber optic,Yes,No,Yes,Bank transfer,3,-2.6493075892611606,0
2176,19,49.475449496786986,6597.363618663524,Two year,DSL,No,No,No,Bank transfer,4,12.697858512926679,0
2177,49,98.25757588667882,4086.675257506545,Month-to-month,No,No,Yes,Yes,Mailed check,4,-4.446071019094859,1
2178,63,110.66821766135979,7095.638326150257,One year,Fiber optic,No,No,No,Credit card,4,10.883492976398612,0
2179,22,31.76452044246268,7104.034148376713,One year,No,No,No,Yes,Bank transfer,6,11.996874638070246,0
2180,24,84.67881108356886,291.0065456579447,One year,Fiber optic,No,No,Yes,Mailed check,0,3.309291241649049,1
2181,30,54.2004038901448,3124.6352023199574,Two year,Fiber optic,No,Yes,Yes,Mailed check,1,2.0970950564643953,0
2182,58,114.17022627974579,4258.550487335659,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,6,-1.1119156176390077,1
2183,31,44.64221610980226,5459.044709284925,Month-to-month,DSL,No,No,Yes,Electronic check,0,-4.0216225667527405,1
2184,64,135.99092901995382,2360.8713488046583,Month-to-month,DSL,No,No,Yes,Credit card,8,9.907659126219873,1
2185,19,76.02237374738249,2091.923859250753,Two year,DSL,No,No,No,Mailed check,2,-3.5254583110522675,0
2186,48,45.740393939981956,3111.9991808034733,Two year,DSL,Yes,Yes,Yes,Bank transfer,5,13.893392560178416,0
2187,45,76.94283352554282,4057.4156648241665,One year,DSL,No,No,Yes,Bank transfer,3,0.9348692555012388,0
2188,55,73.13668916510862,7614.055228102765,One year,DSL,Yes,No,No,Mailed check,2,10.884886351884635,0
2189,55,75.75946473418233,6120.656886909756,One year,Fiber optic,No,Yes,Yes,Credit card,7,-3.806346979263786,1
2190,18,96.1229681546681,3491.6372188078717,One year,No,No,Yes,Yes,Bank transfer,1,5.72557369303744,0
2191,63,87.75258423875988,529.4928096774518,Month-to-month,DSL,No,No,No,Credit card,2,1.9819907418109795,0
2192,47,39.47102711851735,1431.312677935699,One year,Fiber optic,No,No,Yes,Mailed check,7,-4.399977896437264,1
2193,57,28.525279444062722,3701.802952123395,One year,Fiber optic,No,No,Yes,Credit card,2,8.11598708818343,0
2194,45,114.82400833445027,6529.224610779764,One year,No,No,No,Yes,Electronic check,7,13.863254418169898,1
2195,33,92.76326667068075,3107.494731851017,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,6,-4.784944655938686,0
2196,17,66.67009985030428,4354.123540885972,Two year,No,No,Yes,Yes,Credit card,1,0.408738523604808,0
2197,70,125.0865169247496,7145.258600072307,Two year,Fiber optic,No,Yes,Yes,Bank transfer,0,9.072114853951298,1
2198,4,70.44760165392441,7318.990449470369,One year,DSL,No,Yes,Yes,Credit card,0,12.425074480832595,1
2199,20,123.47546164807898,1804.6224718972462,Two year,Fiber optic,No,No,No,Bank transfer,1,-1.1844165299984377,0
